 ######
    27955 -4.2877837328E+09  1.5860706782E+12
    28055 -3.3503776457E+09  7.7405114687E+09
    28155 -3.3597912676E+09  7.7428943793E+09
    28255 -3.3511970022E+09  7.7359753544E+09
    28355 -3.3433693381E+09  7.7400601558E+09
    28455 -3.3576571040E+09  7.7425367511E+09
    28555 -3.3476771850E+09  7.7431039618E+09
    28655 -3.3556009255E+09  7.7423020401E+09
    28755 -3.3532563325E+09  7.7387804183E+09
    28855 -3.3639994280E+09  7.7420222377E+09
    28955 -3.3468577972E+09  7.7368659778E+09
    29055 -3.3544150099E+09  7.7377800621E+09
    29155 -3.3549810738E+09  7.7375563093E+09
    29255 -3.3551010124E+09  7.7400462042E+09
    29355 -3.3507006969E+09  7.7362821360E+09
    29455 -3.3539198724E+09  7.7358256858E+09
    29555 -3.3487151233E+09  7.7423656067E+09
    29655 -3.3497886014E+09  7.7447043021E+09
    29755 -3.3428652370E+09  7.7367678247E+09
    29855 -3.3436922684E+09  7.7363231709E+09
    29955 -3.3552833082E+09  7.7311768528E+09
    30055 -3.3507317758E+09  7.7380842363E+09
    30155 -3.3666080086E+09  7.7470582556E+09
    30255 -3.3563531192E+09  7.7412453777E+09
    30355 -3.3611068322E+09  7.7264088602E+09
    30455 -3.3566556871E+09  7.7166318188E+09
    30555 -3.3465795165E+09  7.7158257106E+09
    30655 -3.3420437993E+09  7.7162418211E+09
    30755 -3.3383687985E+09  7.7171006960E+09
    30855 -3.3484840676E+09  7.7179566420E+09
    30955 -3.3505090822E+09  7.7181705318E+09
    31055 -3.3324725951E+09  7.7250652474E+09
    31155 -3.3363335808E+09  7.7200859457E+09
    31255 -3.3447611413E+09  7.7271477603E+09
    31355 -3.3607390072E+09  7.7365535087E+09
    31455 -3.3501365475E+09  7.7347575917E+09
    31555 -3.3501856800E+09  7.7347900724E+09
    31655 -3.3632595806E+09  7.7424671690E+09
    31755 -3.3449751675E+09  7.7416617507E+09
    31855 -3.3547312977E+09  7.7435285493E+09
    31955 -3.3548272255E+09  7.7359053791E+09
    32055 -3.3493444366E+09  7.7338271688E+09
    32155 -3.3435519938E+09  7.7330308233E+09
    32255 -3.3495739985E+09  7.7367943324E+09
    32355 -3.3460332960E+09  7.7372349877E+09
    32455 -3.3324615676E+09  7.7316789184E+09
    32555 -3.3500882792E+09  7.7363410289E+09
    32655 -3.3521451696E+09  7.7371198224E+09
    32755 -3.3576163851E+09  7.7423316671E+09
    32855 -3.3586648488E+09  7.7491929354E+09
    32955 -3.3632276654E+09  7.7518699590E+09
    33055 -3.3556952923E+09  7.7384542542E+09
    33155 -3.3443328556E+09  7.7294457347E+09
    33255 -3.3385368861E+09  7.7200376005E+09
    33355 -3.3272045729E+09  7.7142394176E+09
    33455 -3.3476735047E+09  7.7130466974E+09
    33555 -3.3344436138E+09  7.7157711622E+09
    33655 -3.3395490690E+09  7.7116569174E+09
    33755 -3.3364172739E+09  7.7148736881E+09
    33855 -3.3393925505E+09  7.7243179566E+09
    33955 -3.3414664993E+09  7.7395095557E+09
    34055 -3.3534817839E+09  7.7440242846E+09
    34155 -3.3528565640E+09  7.7400040488E+09
    34255 -3.3554160145E+09  7.7392095295E+09
    34355 -3.3351745140E+09  7.7359110200E+09
    34455 -3.3538884008E+09  7.7364592585E+09
    34555 -3.3511957566E+09  7.7368207118E+09
    34655 -3.3512591297E+09  7.7353922416E+09
    34755 -3.3490548776E+09  7.7245362017E+09
    34855 -3.3506707456E+09  7.7223846072E+09
    34955 -3.3531855498E+09  7.7271400437E+09
    35055 -3.3527342710E+09  7.7272114526E+09
    35155 -3.3420758378E+09  7.7198945804E+09
    35255 -3.3421014074E+09  7.7185249893E+09
    35355 -3.3466570812E+09  7.7211267990E+09
    35455 -3.3426247447E+09  7.7152191251E+09
    35555 -3.3280848886E+09  7.7174976869E+09
    35655 -3.3502396393E+09  7.7241842738E+09
    35755 -3.3539404845E+09  7.7291464804E+09
    35855 -3.3636094205E+09  7.7400285614E+09
    35955 -3.3557215558E+09  7.7371799109E+09
    36055 -3.3518253284E+09  7.7383502494E+09
    36155 -3.3642210472E+09  7.7454984450E+09
    36255 -3.3652260391E+09  7.7455691565E+09
    36355 -3.3557268621E+09  7.7411041589E+09
    36455 -3.3569830913E+09  7.7409382304E+09
    36555 -3.3480837828E+09  7.7452858101E+09
    36655 -3.3566962973E+09  7.7396891797E+09
    36755 -3.3516916914E+09  7.7336909829E+09
    36855 -3.3504468173E+09  7.7389963789E+09
    36955 -3.3425251423E+09  7.7354914020E+09
    37055 -3.3590575966E+09  7.7370567645E+09
    37155 -3.3554612533E+09  7.7375325469E+09
    37255 -3.3492283771E+09  7.7381003576E+09
    37355 -3.3495196722E+09  7.7412333701E+09
    37455 -3.3584434525E+09  7.7336156429E+09
    37555 -3.3515771557E+09  7.7332499262E+09
    37655 -3.3554539367E+09  7.7272635670E+09
    37755 -3.3489220051E+09  7.7259494977E+09
    37855 -3.3577016493E+09  7.7254012964E+09
    37955 -3.3484703633E+09  7.7176519335E+09
    38055 -3.3509887424E+09  7.7173868807E+09
    38155 -3.3520795248E+09  7.7224896456E+09
    38255 -3.3462097142E+09  7.7227003968E+09
    38355 -3.3485854156E+09  7.7172298320E+09
    38455 -3.3462267103E+09  7.7248041436E+09
    38555 -3.3486456298E+09  7.7299758339E+09
    38655 -3.3364098468E+09  7.7244873816E+09
    38755 -3.3394195220E+09  7.7315004993E+09
    38855 -3.3403758907E+09  7.7303142998E+09
    38955 -3.3441193751E+09  7.7255860741E+09
    39055 -3.3484592039E+09  7.7256906375E+09
    39155 -3.3417293414E+09  7.7211221871E+09
    39255 -3.3467954963E+09  7.7220819651E+09
    39355 -3.3358346031E+09  7.7213321065E+09
    39455 -3.3401900629E+09  7.7184894479E+09
    39555 -3.3475147071E+09  7.7257343992E+09
    39655 -3.3628078110E+09  7.7401850125E+09
    39755 -3.3460592460E+09  7.7407938108E+09
    39855 -3.3493738317E+09  7.7387304847E+09
    39955 -3.3527362693E+09  7.7380809445E+09
    40055 -3.3544089138E+09  7.7393486316E+09
    40155 -3.3525927742E+09  7.7378335191E+09
    40255 -3.3559234105E+09  7.7341140753E+09
    40355 -3.3461927274E+09  7.7331213872E+09
    40455 -3.3504667248E+09  7.7326047003E+09
    40555 -3.3531688870E+09  7.7306345000E+09
    40655 -3.3511277335E+09  7.7296558082E+09
    40755 -3.3558702824E+09  7.7267087071E+09
    40855 -3.3537078321E+09  7.7270917162E+09
    40955 -3.3440871456E+09  7.7238341604E+09
    41055 -3.3358523515E+09  7.7264795502E+09
    41155 -3.3388972638E+09  7.7274306544E+09
    41255 -3.3268029078E+09  7.7310251747E+09
    41355 -3.3442873225E+09  7.7342561719E+09
    41455 -3.3436395779E+09  7.7282041651E+09
    41555 -3.3389966200E+09  7.7222950166E+09
    41655 -3.3426043032E+09  7.7234417181E+09
    41755 -3.3479631083E+09  7.7336949051E+09
    41855 -3.3494986480E+09  7.7434882191E+09
    41955 -3.3490012889E+09  7.7499576749E+09
    42055 -3.3476850406E+09  7.7547974879E+09
    42155 -3.3559795813E+09  7.7525584902E+09
    42255 -3.3394107643E+09  7.7304032391E+09
    42355 -3.3373805415E+09  7.7274024162E+09
    42455 -3.3473061283E+09  7.7314854113E+09
    42555 -3.3423562449E+09  7.7233202386E+09
    42655 -3.3455996489E+09  7.7322525799E+09
    42755 -3.3375339528E+09  7.7389083490E+09
    42855 -3.3374421749E+09  7.7364303803E+09
    42955 -3.3410242273E+09  7.7358149571E+09
    43055 -3.3286244211E+09  7.7244958038E+09
    43155 -3.3366924799E+09  7.7234513113E+09
    43255 -3.3579735313E+09  7.7221006460E+09
    43355 -3.3458840478E+09  7.7256139602E+09
    43455 -3.3417304716E+09  7.7228154523E+09
    43555 -3.3527091190E+09  7.7184690436E+09
    43655 -3.3440715709E+09  7.7153937255E+09
    43755 -3.3400134980E+09  7.7156435994E+09
    43855 -3.3503559950E+09  7.7188909076E+09
    43955 -3.3464137294E+09  7.7234774015E+09
    44055 -3.3397274519E+09  7.7140181661E+09
    44155 -3.3326645665E+09  7.7152209004E+09
